jaar_week;datum_maandag;gemeente;domein_code;regeling_code;zaaktype;ingediend_aantal;ingediend_cumul;beschikt_aantal;beschikt_cumul;toegekend_aantal;toegekend_cumul;afgewezen_aantal;afgewezen_cumul;anders_afgehandeld_aantal;anders_afgehandeld_cumul;afgerond_aantal;afgerond_cumul;besch_totaal_eur;besch_totaal_cumul_eur;besch_schade_eur;besch_schade_cumul_eur;bet_schade_eur;bet_schade_cumul_eur;bet_totaal_eur;bet_totaal_cumul_eur;aos_gegrond_aantal;aos_gegrond_cumul;laad_dt
2017_22;2017-05-29;Oldambt;FYSIEK;FS;S;8;48;0;0;0;0;0;0;0;0;0;0;2840417,471;14274922,09;2663530,811;13463802,08;2663530,83;13463802,1;2840417,49;14274922,11;;;2025-04-18T09:23:33
2017_22;2017-05-29;Overig;FYSIEK;FS;S;2;11;0;0;0;0;0;0;0;0;0;0;590047,29;2244444,5;535140,41;2067674,83;535140,41;2067674,83;590047,29;2244444,5;;;2025-04-18T09:23:33
2017_22;2017-05-29;Pekela;FYSIEK;FS;S;0;2;0;0;0;0;0;0;0;0;0;0;248736,709;1682022,963;230684,619;1557703,133;230684,65;1557703,35;248736,74;1682023,18;;;2025-04-18T09:23:33
2017_22;2017-05-29;Tynaarlo;FYSIEK;FS;S;3;31;0;0;0;0;0;0;0;0;0;0;891522,7118;2583312,452;824907,2118;2390194,422;824907,18;2390194,39;891522,68;2583312,42;;;2025-04-18T09:23:33
2017_22;2017-05-29;Veendam;FYSIEK;FS;S;7;34;0;0;0;0;0;0;0;0;0;0;1481924,068;7924632,147;1408555,038;7561985,457;1229814,85;7108278,57;1377689,43;7545430,81;;;2025-04-18T09:23:33
2017_22;2017-05-29;Westerkwartier;FYSIEK;FS;S;2;23;0;0;0;0;0;0;0;0;0;0;2015140,506;9076890,577;1866259,426;8383818,287;1806443,83;7990747,38;1955324,91;8683819,67;;;2025-04-18T09:23:33
2017_23;2017-06-05;Aa en Hunze;FYSIEK;FS;S;2;19;0;0;0;0;0;0;0;0;0;0;318791,13;2327330,88;308234,43;2279071,68;308234,43;2279071,68;318791,13;2327330,88;;;2025-04-18T09:23:33
2017_23;2017-06-05;Assen;FYSIEK;FS;S;0;1;0;0;0;0;0;0;0;0;0;0;35000;315000;35000;315000;35000;315000;35000;315000;;;2025-04-18T09:23:33
2017_23;2017-06-05;Eemsdelta;FYSIEK;FS;S;16;272;0;0;0;0;0;0;0;0;0;0;16011026;95583987,64;14772580,97;88232087,67;14006671,01;83699522,01;15389301,06;91756220,17;;;2025-04-18T09:23:33
2017_23;2017-06-05;Groningen;FYSIEK;FS;S;31;423;0;0;0;0;0;0;0;0;0;0;25626132,08;152518625;23856628,61;142592348,6;22449104,37;134944802,4;24259523,27;145027354,1;;;2025-04-18T09:23:33
2017_23;2017-06-05;Het Hogeland;FYSIEK;FS;S;23;192;0;0;0;0;0;0;0;0;0;0;10340921,24;57471335,47;9512714,166;52879586,75;9083990,17;51165284,48;9947743,45;56117573,33;;;2025-04-18T09:23:33
2017_23;2017-06-05;Midden-Groningen;FYSIEK;FS;S;64;569;0;0;0;0;0;0;0;0;0;0;34864720,82;134288661,8;32324533,58;125085196,4;30570571,09;118258022,4;33205347,63;127638378;;;2025-04-18T09:23:33
2017_23;2017-06-05;Noordenveld;FYSIEK;FS;S;0;3;0;0;0;0;0;0;0;0;0;0;329707,98;1946904,12;300154,75;1768115,47;300154,75;1768115,47;329707,98;1946904,12;;;2025-04-18T09:23:33
2017_23;2017-06-05;Oldambt;FYSIEK;FS;S;3;51;0;0;0;0;0;0;0;0;0;0;3205977,811;17480899,9;2986801,071;16450603,15;2989069,09;16452871,19;3208245,83;17483167,94;;;2025-04-18T09:23:33
2017_23;2017-06-05;Overig;FYSIEK;FS;S;1;12;0;0;0;0;0;0;0;0;0;0;620047,29;2864491,79;565140,41;2632815,24;565140,41;2632815,24;620047,29;2864491,79;;;2025-04-18T09:23:33
2017_23;2017-06-05;Pekela;FYSIEK;FS;S;1;3;0;0;0;0;0;0;0;0;0;0;248736,709;1930759,672;230684,619;1788387,752;230684,65;1788388;248736,74;1930759,92;;;2025-04-18T09:23:33
2017_23;2017-06-05;Tynaarlo;FYSIEK;FS;S;0;31;0;0;0;0;0;0;0;0;0;0;906522,7118;3489835,164;839907,2118;3230101,634;839907,18;3230101,57;906522,68;3489835,1;;;2025-04-18T09:23:33
2017_23;2017-06-05;Veendam;FYSIEK;FS;S;4;38;0;0;0;0;0;0;0;0;0;0;1584990,828;9509622,974;1508847,908;9070833,364;1289386,67;8397665,24;1440035,14;8985465,95;;;2025-04-18T09:23:33
2017_23;2017-06-05;Westerkwartier;FYSIEK;FS;S;1;24;0;0;0;0;0;0;0;0;0;0;2162562,676;11239453,25;2003227,136;10387045,42;1943411,45;9934158,83;2102746,99;10786566,66;;;2025-04-18T09:23:33
2017_24;2017-06-12;Aa en Hunze;FYSIEK;FS;S;0;19;0;0;0;0;0;0;0;0;0;0;318791,13;2646122,01;308234,43;2587306,11;308234,43;2587306,11;318791,13;2646122,01;;;2025-04-18T09:23:33
2017_24;2017-06-12;Assen;FYSIEK;FS;S;0;1;0;0;0;0;0;0;0;0;0;0;35000;350000;35000;350000;35000;350000;35000;350000;;;2025-04-18T09:23:33
2017_24;2017-06-12;Eemsdelta;FYSIEK;FS;S;27;299;0;0;0;0;0;0;0;0;0;0;17428663,29;113012650,9;16087521,41;104319609,1;15214638,36;98914160,37;16709248,46;108465468,6;;;2025-04-18T09:23:33
2017_24;2017-06-12;Groningen;FYSIEK;FS;S;37;460;0;0;0;0;0;0;0;0;0;0;27661955,02;180180580;25769245,01;168361593,6;24177085,6;159121888;26235075,62;171262429,7;;;2025-04-18T09:23:33
2017_24;2017-06-12;Het Hogeland;FYSIEK;FS;S;16;208;0;0;0;0;0;0;0;0;0;0;11474539,06;68945874,53;10573499,22;63453085,97;10050949,4;61216233,88;10987535,45;67105108,78;;;2025-04-18T09:23:33
2017_24;2017-06-12;Midden-Groningen;FYSIEK;FS;S;58;627;0;0;0;0;0;0;0;0;0;0;38808783,33;173097445,1;35947508;161032704,3;34110751,99;152368774,4;37072034,01;164710412;;;2025-04-18T09:23:33
2017_24;2017-06-12;Noordenveld;FYSIEK;FS;S;0;3;0;0;0;0;0;0;0;0;0;0;329707,98;2276612,1;300154,75;2068270,22;300154,75;2068270,22;329707,98;2276612,1;;;2025-04-18T09:23:33
2017_24;2017-06-12;Oldambt;FYSIEK;FS;S;4;55;0;0;0;0;0;0;0;0;0;0;3458814,961;20939714,86;3213243,221;19663846,37;3217212,22;19670083,41;3462783,96;20945951,9;;;2025-04-18T09:23:33
2017_24;2017-06-12;Overig;FYSIEK;FS;S;0;12;0;0;0;0;0;0;0;0;0;0;625047,29;3489539,08;570140,41;3202955,65;570140,41;3202955,65;625047,29;3489539,08;;;2025-04-18T09:23:33
2017_24;2017-06-12;Pekela;FYSIEK;FS;S;0;3;0;0;0;0;0;0;0;0;0;0;248736,709;2179496,381;230684,619;2019072,371;230684,65;2019072,65;248736,74;2179496,66;;;2025-04-18T09:23:33
2017_24;2017-06-12;Tynaarlo;FYSIEK;FS;S;1;32;0;0;0;0;0;0;0;0;0;0;908689,6318;4398524,795;842074,1318;4072175,765;842074,1;4072175,67;908689,6;4398524,7;;;2025-04-18T09:23:33
2017_24;2017-06-12;Veendam;FYSIEK;FS;S;2;40;0;0;0;0;0;0;0;0;0;0;1645266,402;11154889,38;1567920,182;10638753,55;1341672,1;9739337,34;1493523,87;10478989,82;;;2025-04-18T09:23:33
2017_24;2017-06-12;Westerkwartier;FYSIEK;FS;S;4;28;0;0;0;0;0;0;0;0;0;0;2426447,666;13665900,92;2251772,666;12638818,09;2197724,98;12131883,81;2372399,98;13158966,64;;;2025-04-18T09:23:33
2017_25;2017-06-19;Aa en Hunze;FYSIEK;FS;S;1;20;0;0;0;0;0;0;0;0;0;0;338791,13;2984913,14;328234,43;2915540,54;328234,43;2915540,54;338791,13;2984913,14;;;2025-04-18T09:23:33
2017_25;2017-06-19;Assen;FYSIEK;FS;S;0;1;0;0;0;0;0;0;0;0;0;0;35000;385000;35000;385000;35000;385000;35000;385000;;;2025-04-18T09:23:33
2017_25;2017-06-19;Eemsdelta;FYSIEK;FS;S;27;326;0;0;0;0;0;0;0;0;0;0;19240211,72;132252862,7;17759148,57;122078757,7;16857643,07;115771803,4;18493999,12;126959467,8;;;2025-04-18T09:23:33
2017_25;2017-06-19;Groningen;FYSIEK;FS;S;38;498;0;0;0;0;0;0;0;0;0;0;30087453;210268033;28065859,19;196427452,8;26448267,52;185570155,5;28635141,34;199897571,1;;;2025-04-18T09:23:33
2017_25;2017-06-19;Het Hogeland;FYSIEK;FS;S;23;231;0;0;0;0;0;0;0;0;0;0;13484394,21;82430268,74;12440604,01;75893689,98;11825006,88;73041240,76;12904343,29;80009452,07;;;2025-04-18T09:23:33
2017_25;2017-06-19;Midden-Groningen;FYSIEK;FS;S;54;681;0;0;0;0;0;0;0;0;0;0;41930324,82;215027769,9;38847425,93;199880130,3;36863836,03;189232610,4;40046741,61;204757153,6;;;2025-04-18T09:23:33
2017_25;2017-06-19;Noordenveld;FYSIEK;FS;S;0;3;0;0;0;0;0;0;0;0;0;0;329707,98;2606320,08;300154,75;2368424,97;300154,75;2368424,97;329707,98;2606320,08;;;2025-04-18T09:23:33
2017_25;2017-06-19;Oldambt;FYSIEK;FS;S;2;57;0;0;0;0;0;0;0;0;0;0;3687540,941;24627255,8;3432383,731;23096230,1;3436352,71;23106436,12;3691509,92;24637461,82;;;2025-04-18T09:23:33
2017_25;2017-06-19;Overig;FYSIEK;FS;S;0;12;0;0;0;0;0;0;0;0;0;0;625047,29;4114586,37;570140,41;3773096,06;570140,41;3773096,06;625047,29;4114586,37;;;2025-04-18T09:23:33
2017_25;2017-06-19;Pekela;FYSIEK;FS;S;1;4;0;0;0;0;0;0;0;0;0;0;248736,709;2428233,09;230684,619;2249756,99;230684,65;2249757,3;248736,74;2428233,4;;;2025-04-18T09:23:33
2017_25;2017-06-19;Tynaarlo;FYSIEK;FS;S;0;32;0;0;0;0;0;0;0;0;0;0;921691,1518;5320215,947;855075,6518;4927251,417;855075,62;4927251,29;921691,12;5320215,82;;;2025-04-18T09:23:33
2017_25;2017-06-19;Veendam;FYSIEK;FS;S;4;44;0;0;0;0;0;0;0;0;0;0;1938254,281;13093143,66;1844601,161;12483354,71;1618353,08;11357690,42;1786511,75;12265501,57;;;2025-04-18T09:23:33
2017_25;2017-06-19;Westerkwartier;FYSIEK;FS;S;3;31;0;0;0;0;0;0;0;0;0;0;2751386,086;16417287;2556422,396;15195240,48;2506700,71;14638584,52;2701664,4;15860631,04;;;2025-04-18T09:23:33
2017_26;2017-06-26;Aa en Hunze;FYSIEK;FS;S;1;21;0;0;0;0;0;0;0;0;0;0;353791,13;3338704,27;343234,43;3258774,97;343234,43;3258774,97;353791,13;3338704,27;;;2025-04-18T09:23:33
2017_26;2017-06-26;Assen;FYSIEK;FS;S;0;1;0;0;0;0;0;0;0;0;0;0;35000;420000;35000;420000;35000;420000;35000;420000;;;2025-04-18T09:23:33
2017_26;2017-06-26;Eemsdelta;FYSIEK;FS;S;19;345;0;0;0;0;0;0;0;0;0;0;20268263,78;152521126,4;18704926,97;140783684,6;17809189,43;133580992,9;19527819,14;146487286,9;;;2025-04-18T09:23:33
2017_26;2017-06-26;Groningen;FYSIEK;FS;S;57;555;0;0;0;0;0;0;0;0;0;0;33692478;243960511;30785464,26;227212917,1;29087588,49;214657744;32159882,24;232057453,3;;;2025-04-18T09:23:33
2017_26;2017-06-26;Het Hogeland;FYSIEK;FS;S;20;251;0;0;0;0;0;0;0;0;0;0;15057890,82;97488159,55;13905572,78;89799262,75;13290223,06;86331463,82;14478087,31;94487539,38;;;2025-04-18T09:23:33
2017_26;2017-06-26;Midden-Groningen;FYSIEK;FS;S;41;722;0;0;0;0;0;0;0;0;0;0;44336807,13;259364577,1;41095267,1;240975397,4;39057566,3;228290176,7;42399113,02;247156266,6;;;2025-04-18T09:23:33
2017_26;2017-06-26;Noordenveld;FYSIEK;FS;S;0;3;0;0;0;0;0;0;0;0;0;0;329707,98;2936028,06;300154,75;2668579,72;300154,75;2668579,72;329707,98;2936028,06;;;2025-04-18T09:23:33
2017_26;2017-06-26;Oldambt;FYSIEK;FS;S;2;59;0;0;0;0;0;0;0;0;0;0;4053570,475;28680826,27;3772698,205;26868928,3;3776667,16;26883103,28;4057539,43;28695001,25;;;2025-04-18T09:23:33
2017_26;2017-06-26;Overig;FYSIEK;FS;S;0;12;0;0;0;0;0;0;0;0;0;0;625047,29;4739633,66;570140,41;4343236,47;570140,41;4343236,47;625047,29;4739633,66;;;2025-04-18T09:23:33
2017_26;2017-06-26;Pekela;FYSIEK;FS;S;0;4;0;0;0;0;0;0;0;0;0;0;248736,709;2676969,799;230684,619;2480441,609;230684,65;2480441,95;248736,74;2676970,14;;;2025-04-18T09:23:33
2017_26;2017-06-26;Tynaarlo;FYSIEK;FS;S;1;33;0;0;0;0;0;0;0;0;0;0;926422,4118;6246638,359;858961,6418;5786213,059;858961,61;5786212,9;926422,38;6246638,2;;;2025-04-18T09:23:33
2017_26;2017-06-26;Veendam;FYSIEK;FS;S;0;44;0;0;0;0;0;0;0;0;0;0;1978434,881;15071578,54;1883623,801;14366978,51;1657375,72;13015066,14;1826692,35;14092193,92;;;2025-04-18T09:23:33
2017_26;2017-06-26;Westerkwartier;FYSIEK;FS;S;4;35;0;0;0;0;0;0;0;0;0;0;2978036,896;19395323,9;2765907,946;17961148,43;2716186,26;17354770,78;2928315,21;18788946,25;;;2025-04-18T09:23:33
2017_27;2017-07-03;Aa en Hunze;FYSIEK;FS;S;0;21;0;0;0;0;0;0;0;0;0;0;353791,13;3692495,4;343234,43;3602009,4;343234,43;3602009,4;353791,13;3692495,4;;;2025-04-18T09:23:33
2017_27;2017-07-03;Assen;FYSIEK;FS;S;0;1;0;0;0;0;0;0;0;0;0;0;35000;455000;35000;455000;35000;455000;35000;455000;;;2025-04-18T09:23:33
2017_27;2017-07-03;Eemsdelta;FYSIEK;FS;S;25;370;0;0;0;0;0;0;0;0;0;0;21976646,22;174497772,7;20291200,43;161074885,1;19353800,92;152934793,8;21202656,41;167689943,3;;;2025-04-18T09:23:33
2017_27;2017-07-03;Groningen;FYSIEK;FS;S;54;609;0;0;0;0;0;0;0;0;0;0;36739232,32;280699743,3;33532975,47;260745892,6;31801035,88;246458779,8;35172572,74;267230026,1;;;2025-04-18T09:23:33
2017_27;2017-07-03;Het Hogeland;FYSIEK;FS;S;23;274;0;0;0;0;0;0;0;0;0;0;16924792,13;114412951,7;15628047,06;105427309,8;15015271,65;101346735,5;16347562,93;110835102,3;;;2025-04-18T09:23:33
2017_27;2017-07-03;Midden-Groningen;FYSIEK;FS;S;41;763;0;0;0;0;0;0;0;0;0;0;46259857,95;305624435;42857584,78;283832982,2;40658315,42;268948492,2;44160595,28;291316861,9;;;2025-04-18T09:23:33
2017_27;2017-07-03;Noordenveld;FYSIEK;FS;S;0;3;0;0;0;0;0;0;0;0;0;0;329707,98;3265736,04;300154,75;2968734,47;300154,75;2968734,47;329707,98;3265736,04;;;2025-04-18T09:23:33
2017_27;2017-07-03;Oldambt;FYSIEK;FS;S;3;62;0;0;0;0;0;0;0;0;0;0;4203456,535;32884282,81;3908503,845;30777432,15;3912472,8;30795576,08;4207425,49;32902426,74;;;2025-04-18T09:23:33
2017_27;2017-07-03;Overig;FYSIEK;FS;S;0;12;0;0;0;0;0;0;0;0;0;0;625047,29;5364680,95;570140,41;4913376,88;570140,41;4913376,88;625047,29;5364680,95;;;2025-04-18T09:23:33
2017_27;2017-07-03;Pekela;FYSIEK;FS;S;0;4;0;0;0;0;0;0;0;0;0;0;248736,709;2925706,508;230684,619;2711126,228;230684,65;2711126,6;248736,74;2925706,88;;;2025-04-18T09:23:33
2017_27;2017-07-03;Tynaarlo;FYSIEK;FS;S;0;33;0;0;0;0;0;0;0;0;0;0;954809,9718;7201448,331;882277,5818;6668490,641;882277,55;6668490,45;954809,94;7201448,14;;;2025-04-18T09:23:33
2017_27;2017-07-03;Veendam;FYSIEK;FS;S;0;44;0;0;0;0;0;0;0;0;0;0;1978434,881;17050013,42;1883623,801;16250602,31;1657375,72;14672441,86;1826692,35;15918886,27;;;2025-04-18T09:23:33
2017_27;2017-07-03;Westerkwartier;FYSIEK;FS;S;2;37;0;0;0;0;0;0;0;0;0;0;3182097,956;22577421,85;2957837,206;20918985,63;2908115,52;20262886,3;3132376,27;21921322,52;;;2025-04-18T09:23:33
2017_28;2017-07-10;Aa en Hunze;FYSIEK;FS;S;0;21;0;0;0;0;0;0;0;0;0;0;353791,13;4046286,53;343234,43;3945243,83;343234,43;3945243,83;353791,13;4046286,53;;;2025-04-18T09:23:33
2017_28;2017-07-10;Assen;FYSIEK;FS;S;0;1;0;0;0;0;0;0;0;0;0;0;35000;490000;35000;490000;35000;490000;35000;490000;;;2025-04-18T09:23:33
2017_28;2017-07-10;Eemsdelta;FYSIEK;FS;S;22;392;0;0;0;0;0;0;0;0;0;0;22938850,04;197436622,7;21187745,74;182262630,8;20324348,71;173259142,5;22287563,51;189977506,8;;;2025-04-18T09:23:33
2017_28;2017-07-10;Groningen;FYSIEK;FS;S;34;643;0;0;0;0;0;0;0;0;0;0;38718228,57;319417971,9;35401099,68;296146992,2;33563623,6;280022403,4;37046032,5;304276058,6;;;2025-04-18T09:23:33
2017_28;2017-07-10;Het Hogeland;FYSIEK;FS;S;16;290;0;0;0;0;0;0;0;0;0;0;18072332,31;132485284;16658273,69;122085583,5;16143463,84;117490199,3;17593526,22;128428628,5;;;2025-04-18T09:23:33
2017_28;2017-07-10;Midden-Groningen;FYSIEK;FS;S;45;808;0;0;0;0;0;0;0;0;0;0;48238028,06;353862463,1;44696821,48;328529803,6;42457780,72;311406272,9;46098993,99;337415855,9;;;2025-04-18T09:23:33
2017_28;2017-07-10;Noordenveld;FYSIEK;FS;S;1;4;0;0;0;0;0;0;0;0;0;0;696052,23;3961788,27;634522,35;3603256,82;634522,35;3603256,82;696052,23;3961788,27;;;2025-04-18T09:23:33
2017_28;2017-07-10;Oldambt;FYSIEK;FS;S;2;64;0;0;0;0;0;0;0;0;0;0;4362837,815;37247120,63;4059496,805;34836928,96;4063465,76;34859041,84;4366806,77;37269233,51;;;2025-04-18T09:23:33
2017_28;2017-07-10;Overig;FYSIEK;FS;S;0;12;0;0;0;0;0;0;0;0;0;0;625047,29;5989728,24;570140,41;5483517,29;570140,41;5483517,29;625047,29;5989728,24;;;2025-04-18T09:23:33
2017_28;2017-07-10;Pekela;FYSIEK;FS;S;0;4;0;0;0;0;0;0;0;0;0;0;248736,709;3174443,218;230684,619;2941810,848;230684,65;2941811,25;248736,74;3174443,62;;;2025-04-18T09:23:33
2017_28;2017-07-10;Tynaarlo;FYSIEK;FS;S;1;34;0;0;0;0;0;0;0;0;0;0;954809,9718;8156258,303;882277,5818;7550768,223;882277,55;7550768;954809,94;8156258,08;;;2025-04-18T09:23:33
2017_28;2017-07-10;Veendam;FYSIEK;FS;S;0;44;0;0;0;0;0;0;0;0;0;0;1978434,881;19028448,3;1883623,801;18134226,11;1657375,72;16329817,58;1826692,35;17745578,62;;;2025-04-18T09:23:33
2017_28;2017-07-10;Westerkwartier;FYSIEK;FS;S;1;38;0;0;0;0;0;0;0;0;0;0;3222097,956;25799519,81;2997837,206;23916822,84;2948115,52;23211001,82;3172376,27;25093698,79;;;2025-04-18T09:23:33
2017_29;2017-07-17;Aa en Hunze;FYSIEK;FS;S;1;22;0;0;0;0;0;0;0;0;0;0;353791,13;4400077,66;343234,43;4288478,26;343234,43;4288478,26;353791,13;4400077,66;;;2025-04-18T09:23:33
2017_29;2017-07-17;Assen;FYSIEK;FS;S;0;1;0;0;0;0;0;0;0;0;0;0;35000;525000;35000;525000;35000;525000;35000;525000;;;2025-04-18T09:23:33
2017_29;2017-07-17;Eemsdelta;FYSIEK;FS;S;20;412;0;0;0;0;0;0;0;0;0;0;23943874,12;221380496,8;22111461,16;204374092;21225418,02;194484560,5;23269941,48;213247448,3;;;2025-04-18T09:23:33
2017_29;2017-07-17;Groningen;FYSIEK;FS;S;39;682;0;0;0;0;0;0;0;0;0;0;41157733,13;360575705;37698725,61;333845717,8;35751743,88;315774147,3;39376031,41;343652090;;;2025-04-18T09:23:33
2017_29;2017-07-17;Het Hogeland;FYSIEK;FS;S;14;304;0;0;0;0;0;0;0;0;0;0;18891191,79;151376475,8;17410174,82;139495758,3;16911359,6;134401558,9;18428563,35;146857191,9;;;2025-04-18T09:23:33
2017_29;2017-07-17;Midden-Groningen;FYSIEK;FS;S;23;831;0;0;0;0;0;0;0;0;0;0;50144725,02;404007188,1;46505119,02;375034922,7;44131651,83;355537924,7;47871264,52;385287120,4;;;2025-04-18T09:23:33
2017_29;2017-07-17;Noordenveld;FYSIEK;FS;S;1;5;0;0;0;0;0;0;0;0;0;0;842589,93;4804378,2;768269,39;4371526,21;768269,39;4371526,21;842589,93;4804378,2;;;2025-04-18T09:23:33
2017_29;2017-07-17;Oldambt;FYSIEK;FS;S;3;67;0;0;0;0;0;0;0;0;0;0;4519982,735;41767103,36;4203385,305;39040314,26;4207354,26;39066396,1;4523951,69;41793185,2;;;2025-04-18T09:23:33
2017_29;2017-07-17;Overig;FYSIEK;FS;S;0;12;0;0;0;0;0;0;0;0;0;0;625047,29;6614775,53;570140,41;6053657,7;570140,41;6053657,7;625047,29;6614775,53;;;2025-04-18T09:23:33
2017_29;2017-07-17;Pekela;FYSIEK;FS;S;0;4;0;0;0;0;0;0;0;0;0;0;248736,709;3423179,927;230684,619;3172495,467;230684,65;3172495,9;248736,74;3423180,36;;;2025-04-18T09:23:33
2017_29;2017-07-17;Tynaarlo;FYSIEK;FS;S;0;34;0;0;0;0;0;0;0;0;0;0;954809,9718;9111068,274;882277,5818;8433045,804;882277,55;8433045,55;954809,94;9111068,02;;;2025-04-18T09:23:33
2017_29;2017-07-17;Veendam;FYSIEK;FS;S;1;45;0;0;0;0;0;0;0;0;0;0;1978434,881;21006883,18;1883623,801;20017849,91;1657375,72;17987193,3;1826692,35;19572270,97;;;2025-04-18T09:23:33
2017_29;2017-07-17;Westerkwartier;FYSIEK;FS;S;1;39;0;0;0;0;0;0;0;0;0;0;3227097,956;29026617,77;3002837,206;26919660,05;2953115,52;26164117,34;3177376,27;28271075,06;;;2025-04-18T09:23:33
2017_30;2017-07-24;Aa en Hunze;FYSIEK;FS;S;0;22;0;0;0;0;0;0;0;0;0;0;353791,13;4753868,79;343234,43;4631712,69;343234,43;4631712,69;353791,13;4753868,79;;;2025-04-18T09:23:33
2017_30;2017-07-24;Assen;FYSIEK;FS;S;0;1;0;0;0;0;0;0;0;0;0;0;35000;560000;35000;560000;35000;560000;35000;560000;;;2025-04-18T09:23:33
2017_30;2017-07-24;Eemsdelta;FYSIEK;FS;S;22;434;0;0;0;0;0;0;0;0;0;0;28408867,88;249789364,7;26521123,24;230895215,2;25338782,52;219823343;27633562,6;240881010,9;;;2025-04-18T09:23:33
2017_30;2017-07-24;Groningen;FYSIEK;FS;S;30;712;0;0;0;0;0;0;0;0;0;0;42064335,22;402640040,2;38541725,98;372387443,8;36572074,11;352346221,4;40259963,36;383912053,3;;;2025-04-18T09:23:33
2017_30;2017-07-24;Het Hogeland;FYSIEK;FS;S;26;330;0;0;0;0;0;0;0;0;0;0;20369033,42;171745509,2;18759346,65;158255105;18154650,2;152556209,1;19800523,75;166657715,6;;;2025-04-18T09:23:33
2017_30;2017-07-24;Midden-Groningen;FYSIEK;FS;S;23;854;0;0;0;0;0;0;0;0;0;0;50970045,22;454977233,3;47284180,09;422319102,8;44902686,43;400440611,1;48688558,25;433975678,6;;;2025-04-18T09:23:33
2017_30;2017-07-24;Noordenveld;FYSIEK;FS;S;0;5;0;0;0;0;0;0;0;0;0;0;842589,93;5646968,13;768269,39;5139795,6;768269,39;5139795,6;842589,93;5646968,13;;;2025-04-18T09:23:33
2017_30;2017-07-24;Oldambt;FYSIEK;FS;S;3;70;0;0;0;0;0;0;0;0;0;0;4651923,865;46419027,23;4330975,895;43371290,16;4334944,85;43401340,95;4655892,82;46449078,02;;;2025-04-18T09:23:33
2017_30;2017-07-24;Overig;FYSIEK;FS;S;0;12;0;0;0;0;0;0;0;0;0;0;625047,29;7239822,82;570140,41;6623798,11;570140,41;6623798,11;625047,29;7239822,82;;;2025-04-18T09:23:33
2017_30;2017-07-24;Pekela;FYSIEK;FS;S;1;5;0;0;0;0;0;0;0;0;0;0;248736,709;3671916,636;230684,619;3403180,086;230684,65;3403180,55;248736,74;3671917,1;;;2025-04-18T09:23:33
2017_30;2017-07-24;Tynaarlo;FYSIEK;FS;S;0;34;0;0;0;0;0;0;0;0;0;0;954809,9718;10065878,25;882277,5818;9315323,386;882277,55;9315323,1;954809,94;10065877,96;;;2025-04-18T09:23:33
2017_30;2017-07-24;Veendam;FYSIEK;FS;S;2;47;0;0;0;0;0;0;0;0;0;0;2253910,441;23260793,62;2143779,481;22161629,39;1923299,4;19910492,7;2107935,91;21680206,88;;;2025-04-18T09:23:33
2017_30;2017-07-24;Westerkwartier;FYSIEK;FS;S;4;43;0;0;0;0;0;0;0;0;0;0;3296354,709;32322972,47;3068290,859;29987950,9;3018569,16;29182686,5;3246633,01;31517708,07;;;2025-04-18T09:23:33
2017_31;2017-07-31;Aa en Hunze;FYSIEK;FS;S;1;23;0;0;0;0;0;0;0;0;0;0;394212,07;5148080,86;377195,63;5008908,32;377195,63;5008908,32;394212,07;5148080,86;;;2025-04-18T09:23:33
2017_31;2017-07-31;Assen;FYSIEK;FS;S;0;1;0;0;0;0;0;0;0;0;0;0;35000;595000;35000;595000;35000;595000;35000;595000;;;2025-04-18T09:23:33
2017_31;2017-07-31;Eemsdelta;FYSIEK;FS;S;27;461;0;0;0;0;0;0;0;0;0;0;30414363,17;280203727,9;28443320,42;259338535,6;26939907,26;246763250,3;29366543,12;270247554;;;2025-04-18T09:23:33
2017_31;2017-07-31;Groningen;FYSIEK;FS;S;27;739;0;0;0;0;0;0;0;0;0;0;43056561,18;445696601,4;39492340,07;411879783,9;37518972,84;389865194,3;41248473,96;425160527,3;;;2025-04-18T09:23:33
2017_31;2017-07-31;Het Hogeland;FYSIEK;FS;S;25;355;0;0;0;0;0;0;0;0;0;0;21696106,02;193441615,2;19971707,76;178226812,7;19324813,73;171881022,8;21085398,77;187743114,4;;;2025-04-18T09:23:33
2017_31;2017-07-31;Midden-Groningen;FYSIEK;FS;S;19;873;0;0;0;0;0;0;0;0;0;0;52002302,66;506979536;48238435,81;470557538,6;45856490,07;446297101,2;49720363,61;483696042,3;;;2025-04-18T09:23:33
2017_31;2017-07-31;Noordenveld;FYSIEK;FS;S;1;6;0;0;0;0;0;0;0;0;0;0;862589,93;6509558,06;788269,39;5928064,99;788269,39;5928064,99;862589,93;6509558,06;;;2025-04-18T09:23:33
2017_31;2017-07-31;Oldambt;FYSIEK;FS;S;2;72;0;0;0;0;0;0;0;0;0;0;4797491,238;51216518,46;4465551,578;47836841,73;4469520,52;47870861,47;4801460,18;51250538,2;;;2025-04-18T09:23:33
2017_31;2017-07-31;Overig;FYSIEK;FS;S;0;12;0;0;0;0;0;0;0;0;0;0;625047,29;7864870,11;570140,41;7193938,52;570140,41;7193938,52;625047,29;7864870,11;;;2025-04-18T09:23:33
2017_31;2017-07-31;Pekela;FYSIEK;FS;S;0;5;0;0;0;0;0;0;0;0;0;0;248736,709;3920653,345;230684,619;3633864,705;230684,65;3633865,2;248736,74;3920653,84;;;2025-04-18T09:23:33
